                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        6208      1.0000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31                               32                               33                               34                               35                               36                               37                               38                               39                               40                               41                               42                               43                               44                               45                               46                               47                               48                               49 
                    model_number                         star_age                        star_mass                           log_dt                        num_zones                      cz_top_logT                      cz_top_logP                    cz_top_radius          cz_top_log_radial_depth                cz_top_luminosity                   cz_top_log_tau                    cz_top_csound              cz_top_scale_height                      cz_top_grav                        tau10_lgP                        tau10_lgT                      tau10_lgRho                          tau10_L                       tau100_lgP                       tau100_lgT                     tau100_lgRho                         tau100_L                          extra_L                eps_grav_integral                      effective_T                    photosphere_L                    photosphere_r                       luminosity                           radius                        radius_cm                          gravity                 log_surf_opacity                log_surf_pressure                 log_surf_density             log_surf_temperature            surface_optical_depth                     log_center_T                   log_center_Rho                     log_center_P                center_degeneracy                     center_gamma                        center_mu                  center_eps_grav                   center_entropy                        e_thermal          max_conv_vel_div_csound                      num_retries                      num_backups                   version_number 
                              96          1.0905771519923921E+003          9.2925294300270076E-004          1.9570186610871265E+000                              438          3.2014241949532769E+000          5.6369865982563621E+000          1.9706124414907064E-001          7.8195223210093374E+000          1.1673984532730460E-004          2.6035868326089612E-001          2.7909706668318226E+005          8.6439807992771238E+007          6.5587436266923567E+002          5.9835441262408509E+000          3.2925649891160340E+000         -4.8647994962840615E+000          1.1673983210018050E-004          6.4388139570249399E+000          3.3948896828209851E+000         -4.5141672044715841E+000          1.1673977817981300E-004          0.0000000000000000E+000          1.1673896116065297E-004          1.3492461485201243E+003          1.1673984967565952E-004          1.9800950006602103E-001          1.1673984967565952E-004          1.9800950006602103E-001          1.3781065185594931E+010          6.4960781965523881E+002         -2.6273877620740356E+000          5.2639477676909152E+000         -5.4216242913840018E+000          3.1300911870271566E+000          6.6666666666666663E-001          4.7786415815546599E+000         -4.5632726769792100E+000          1.2961983280732134E+001          4.6438866305351247E+000          4.5101472259888009E+000          8.9228278577327691E-001          1.2358766601005144E-001          1.0284119132809693E+001          1.3430772022923741E+043          3.7888352609704259E-002                                0                                0                             6208 
                              98          1.3297008332523076E+003          9.2925294300270076E-004          2.1153811531823763E+000                              438          3.2013233374209502E+000          5.6373878178679577E+000          1.9699874736933540E-001          7.8193771048412142E+000          1.1653285519880056E-004          2.6046370608169866E-001          2.7906755127359921E+005          8.6364724793616503E+007          6.5629057381837197E+002          5.9840444176481347E+000          3.2924956620188071E+000         -4.8642296192994907E+000          1.1653284697895369E-004          6.4392102806675053E+000          3.3948217044100737E+000         -4.5136973659921793E+000          1.1653281348311666E-004          0.0000000000000000E+000          1.1653150928983918E-004          1.3488616265059177E+003          1.1653285792964318E-004          1.9794668626850853E-001          1.1653285792964318E-004          1.9794668626850853E-001          1.3776693470915657E+010          6.5002016106868678E+002         -2.6273090839429387E+000          5.2641446724002687E+000         -5.4213036760638786E+000          3.1299673996887734E+000          6.6666666666666663E-001          4.7787001172143819E+000         -4.5632726749048169E+000          1.2962173132765653E+001          4.6440198826789842E+000          4.5098778687536756E+000          8.9225404500961258E-001          1.9315125597298487E-002          1.0284077842474378E+001          1.3428921881920051E+043          3.7853396319950175E-002                                0                                0                             6208 
                             100          1.6740389342665856E+003          9.2925294300270076E-004          2.2737436452776256E+000                              438          3.2011519607436307E+000          5.6379949881539924E+000          1.9690432266600233E-001          7.8191405888497645E+000          1.1620421790429458E-004          2.6060033426042856E-001          2.7901703392224666E+005          8.6247456097094417E+007          6.5692016793434175E+002          5.9848349431909993E+000          3.2923816493926257E+000         -4.8633238530994625E+000          1.1620420945933513E-004          6.4398349607497432E+000          3.3947106132545160E+000         -4.5129520159493515E+000          1.1620417507639440E-004          0.0000000000000000E+000          1.1620266818848353E-004          1.3482329935917296E+003          1.1620422070794250E-004          1.9785174545990866E-001          1.1620422070794250E-004          1.9785174545990866E-001          1.3770085780518723E+010          6.5064414592571927E+002         -2.6271910667462937E+000          5.2644433548323573E+000         -5.4208016518777562E+000          3.1297649508694518E+000          6.6666666666666663E-001          4.7787874804236905E+000         -4.5632726720216983E+000          1.2962441148309313E+001          4.6441281795501688E+000          4.5094400408677648E+000          8.9221574306488005E-001          1.0089681419943484E-002          1.0284064504064201E+001          1.3426486411249524E+043          3.7811582262903105E-002                                0                                0                             6208 
                             102          2.0000000000000000E+003          9.2925294300270076E-004          2.0024949072474780E+000                              439          3.2010075084055947E+000          5.6385438133218848E+000          1.9681895392622503E-001          7.8189360557801075E+000          1.1591640614196810E-004          2.6073910190299121E-001          2.7897450802109821E+005          8.6143622802948847E+007          6.5749015987859036E+002          5.9855323803334066E+000          3.2922821894548266E+000         -4.8625265370147721E+000          1.1591639869482969E-004          6.4403882291283576E+000          3.3946138061472282E+000         -4.5122945776404126E+000          1.1591636838478874E-004          0.0000000000000000E+000          1.1591200836736870E-004          1.3476896988518183E+003          1.1591640857246302E-004          1.9776593063187353E-001          1.1591640857246302E-004          1.9776593063187353E-001          1.3764113240117134E+010          6.5120892499856291E+002         -2.6270825862928113E+000          5.2647116917417067E+000         -5.4203576557491022E+000          3.1295899088243324E+000          6.6666666666666663E-001          4.7788766407625687E+000         -4.5632726691377465E+000          1.2962710406134368E+001          4.6442077660560592E+000          4.5089822079427702E+000          8.9217825144529306E-001          8.4296113135423466E-003          1.0284056167566607E+001          1.3424242145892667E+043          3.7749962942892429E-002                                0                                0                             6208 
