1.784938921319230576e+05 1.263092025076393766e+05 8.936686639141821070e+04 6.322307446513869218e+04 4.472200231477664056e+04 3.163002753937708258e+04 2.236624985777748225e+04 1.581175601819961412e+04 1.117461956226351867e+04 7.894349201048843497e+03 5.574258542858905457e+03 3.933598279229026957e+03 2.773676036936814853e+03 1.953876550029917553e+03 1.374689165635716563e+03 9.656950545775092678e+02 6.770648340475353280e+02 4.735408063917020627e+02 3.301777649971375013e+02 2.293284761350467704e+02 1.585101087887416043e+02 1.088941686427843507e+02 7.423771989767693924e+01 5.012692538161069677e+01 3.344162600458377455e+01 2.197636271384062567e+01 1.417213702149076049e+01 8.926588032231773440e+00 5.459744987036169839e+00 3.219229373674941108e+00 1.813524426091203345e+00 9.652550574222160673e-01 4.787139831697023173e-01 2.174133021303968905e-01 8.847075399115829353e-02 3.137972094147048474e-02 9.367851729486422613e-03 2.251295078375399866e-03 4.115561427156958570e-04 5.326997587869094749e-05 4.460737846753272946e-06 2.158745520503363707e-07 5.245396045122104848e-09 5.368977612070364010e-11 1.857797923787275052e-13 1.647729616240427345e-16 2.642184680828729089e-20 4.931694571426086341e-25 6.149619848416606410e-31 4.280317136334847592e-37
1.784938921319230576e+05 1.263092025076393766e+05 8.936686639141821070e+04 6.322307446513869218e+04 4.472200231477664056e+04 3.163002753937708258e+04 2.236624985777748225e+04 1.581175601819961412e+04 1.117461956226351867e+04 7.894349201048843497e+03 5.574258542858905457e+03 3.933598279229026957e+03 2.773676036936814853e+03 1.953876550029917553e+03 1.374689165635716563e+03 9.656950545775092678e+02 6.770648340475353280e+02 4.735408063917020627e+02 3.301777649971375013e+02 2.293284761350467704e+02 1.585101087887416043e+02 1.088941686427843081e+02 7.423771989767693924e+01 5.012692538161070388e+01 3.344162600458377455e+01 2.197636271384062567e+01 1.417213702149076049e+01 8.926588032231773440e+00 5.459744987036169839e+00 3.219229373674941108e+00 1.813524426091203345e+00 9.652550574222160673e-01 4.787139831697023173e-01 2.174133021303968905e-01 8.847075399115832128e-02 3.137972094147048474e-02 9.367851729486422613e-03 2.251295078375399866e-03 4.115561427156958570e-04 5.326997587869094749e-05 4.460737846753272946e-06 2.158745520503363707e-07 5.245396045122106502e-09 5.368977612070362717e-11 1.857797923787275052e-13 1.647729616240427345e-16 2.642184680828729089e-20 4.931694571426086341e-25 6.149619848416606410e-31 4.280317136334847592e-37
4.032874728686880553e+05 2.853818608074094518e+05 1.710578333482268790e+05 9.907719049267332593e+04 5.682272798752685048e+04 3.242835363408765625e+04 1.843977033862731332e+04 1.045428701635349898e+04 5.912033840622607386e+03 3.336034395770429001e+03 1.878846755766327760e+03 1.056382045267833746e+03 5.931018081765905663e+02 3.326348166693841222e+02 1.864584216127065872e+02 1.045666458884795702e+02 5.876550155368047967e+01 3.318738953427295968e+01 1.891777704901142698e+01 1.095755947703573518e+01 6.508873747530541820e+00 4.009314579223342001e+00 2.588643142838384037e+00 1.763639694445353401e+00 1.266998291602556170e+00 9.515623050686944362e-01 7.368433087843673235e-01 5.792297917914378536e-01 4.554398497125311529e-01 3.533570368726384192e-01 2.669674342469918193e-01 1.935667197723608679e-01 1.322197483593257061e-01 8.289681746184442146e-02 4.590683157836308870e-02 2.126569068277254712e-02 7.724121545650943291e-03 2.082318038215492505e-03 4.011830053159267870e-04 5.291101425396950073e-05 4.454161430592585641e-06 2.158129617341034102e-07 5.245087888611664236e-09 5.368888691121309042e-11 1.857784180937551332e-13 1.647721279125449667e-16 2.642172823978134625e-20 4.931672964904968591e-25 6.149593093193394172e-31 4.280298513908872639e-37
5.775364640662545571e+04 4.086872067385657283e+04 2.440141808621666132e+04 1.406504141770223941e+04 8.025725808762449560e+03 4.556925143895547080e+03 2.578179342318456293e+03 1.454506166539584910e+03 8.186592453641409293e+02 4.598930391759630538e+02 2.579483304276523654e+02 1.445044596123672704e+02 8.088581032595600107e+01 4.526182705047212096e+01 2.533952597694527142e+01 1.421043258406354148e+01 7.998747868501589586e+00 4.533378138470880891e+00 2.599855483651380528e+00 1.519744686515047682e+00 9.145614481950301577e-01 5.734474304374578280e-01 3.790970446371232927e-01 2.663427075432628910e-01 1.990269549114536407e-01 1.571020484803723472e-01 1.294428494351414216e-01 1.098471993678662301e-01 9.481224720065595246e-02 8.229930450889533233e-02 7.105050531470707975e-02 6.022117371458213242e-02 4.921517242306916451e-02 3.770065035634981299e-02 2.584711712020675359e-02 1.474128103036467276e-02 6.354459926195881944e-03 1.912872843636231977e-03 3.892575141030063719e-04 5.244203211966065402e-05 4.444061349690792447e-06 2.156943042674457197e-07 5.244308807834633405e-09 5.368603323622437345e-11 1.857732503180086455e-13 1.647687294626026783e-16 2.642123151053063700e-20 4.931581934732764732e-25 6.149480185169757276e-31 4.280219926587980057e-37
1.911129977269046503e+04 1.352389711682037523e+04 8.093786176431009153e+03 4.679210151448826764e+03 2.678569810144502753e+03 1.525894333480587648e+03 8.662317222689155187e+02 4.903817638936823755e+02 2.769782280833796904e+02 1.561514604493358149e+02 8.790005031784470191e+01 4.942228974777691519e+01 2.776610201675770995e+01 1.559514044580695291e+01 8.763594755951579884e+00 4.933199292541830872e+00 2.787355305054568966e+00 1.585826473689217142e+00 9.129948783737036333e-01 5.358121096779391301e-01 3.237746996013319833e-01 2.039038962266825072e-01 1.354497594788399706e-01 9.569462239145701266e-02 7.199491242420689996e-02 5.732516651311202194e-02 4.778571550293430475e-02 4.120958163513453038e-02 3.638291224254431439e-02 3.260562443629742846e-02 2.943757976460485357e-02 2.654214778136356964e-02 2.357981921377987761e-02 2.014463416957229872e-02 1.581381836190759102e-02 1.051335047770335547e-02 5.238036577181225291e-03 1.748404317985619667e-03 3.760632090876129944e-04 5.185962993335482704e-05 4.429819221259588153e-06 2.154997050701597185e-07 5.242808930407755378e-09 5.367971678186297977e-11 1.857606355831862891e-13 1.647600029184457585e-16 2.641993426360942860e-20 4.931343382231410804e-25 6.149184002486656530e-31 4.280013774688315294e-37
9.687606496275007885e+03 6.855326174679114047e+03 4.105341803318496204e+03 2.375243452623775283e+03 1.360800193690171454e+03 7.758481282159362991e+02 4.408072220262704946e+02 2.497533473474913706e+02 1.411835560549980926e+02 7.966075025024362333e+01 4.487920492967347030e+01 2.525422211213724211e+01 1.419967073072152886e+01 7.981818549613194591e+00 4.488911752276401046e+00 2.528896189333190936e+00 1.430000963150024118e+00 8.142183094038486502e-01 4.691339479468282225e-01 2.755439431175115694e-01 1.666421746446067886e-01 1.050406007093018512e-01 6.984663717796575633e-02 4.940478207449898462e-02 3.722454935506059465e-02 2.969875846737267053e-02 2.482661286102325060e-02 2.149984472573895564e-02 1.910356300323683490e-02 1.729181726164668101e-02 1.585807386847165601e-02 1.465331910006805599e-02 1.352123827614098994e-02 1.223169694465943771e-02 1.042756016283337417e-02 7.729768039261838281e-03 4.338926505531356254e-03 1.592560600296249801e-03 3.619059697391246522e-04 5.116461060482060513e-05 4.410896982284958661e-06 2.152094351155142452e-07 5.240297175938194163e-09 5.366803038780888380e-11 1.857356065476073688e-13 1.647420616486122431e-16 2.641723598432692065e-20 4.930846025633843160e-25 6.148566070729486966e-31 4.279583675925385869e-37
5.934249921509594969e+03 4.199305455857913330e+03 2.515281652008459787e+03 1.455644285565409291e+03 8.341756966152887571e+02 4.757273006207548747e+02 2.703642624383469979e+02 1.532257355857398693e+02 8.664123501153586915e+01 4.889957974013164232e+01 2.755662588224378595e+01 1.551082318149729211e+01 8.723661874797917548e+00 4.905031481546701322e+00 2.759307755851162280e+00 1.554923593558261707e+00 8.794952270271673145e-01 5.009077828971224555e-01 2.886922463129921179e-01 1.696108603770021539e-01 1.026072691844640145e-01 6.469805394574495994e-02 4.303662790014977507e-02 3.045445054394681217e-02 2.295890981818657361e-02 1.833097330618394319e-02 1.534027237727991072e-02 1.330635620347934110e-02 1.185360332983437237e-02 1.077387979220141914e-02 9.948020870377001501e-03 9.296995145503722524e-03 8.742725282048099955e-03 8.161224686185634264e-03 7.318951828646702226e-03 5.854787765494315691e-03 3.618582907387862292e-03 1.447485568590642542e-03 3.470855569856862123e-04 5.036139220890808625e-05 4.386859768321449051e-06 2.148036901754135712e-07 5.236448500803599745e-09 5.364867519669356645e-11 1.856918635695574105e-13 1.647098558217715607e-16 2.641235058139513138e-20 4.929943979392157855e-25 6.147444778481847505e-31 4.278803223386736931e-37
4.041801182441795390e+03 2.860135313041069821e+03 1.713318854259799537e+03 9.916534141530049737e+02 5.683532745428287853e+02 3.241725561637007900e+02 1.842576017093120413e+02 1.044398428467530948e+02 5.906330754546132766e+01 3.333934455891324689e+01 1.879043606141352996e+01 1.057802476294198790e+01 5.950143706850869130e+00 3.346025866113608416e+00 1.882549820626872705e+00 1.060997277070611311e+00 6.002024376076884327e-01 3.418861692249711148e-01 1.970694267070640382e-01 1.157976828414505194e-01 7.006312002505740710e-02 4.418481277428208676e-02 2.939676942067192059e-02 2.080688766426011180e-02 1.569020146643762201e-02 1.253219665386380750e-02 1.049330620052658057e-02 9.109608043779591005e-03 8.125737739712790217e-03 7.401480169570599094e-03 6.858784718375574019e-03 6.449487512534214997e-03 6.130066461629096047e-03 5.830127284138796745e-03 5.400376094973213456e-03 4.557869176938547130e-03 3.041705386825800141e-03 1.314180695541348337e-03 3.318773876942521434e-04 4.945726611656878121e-05 4.357389246195333575e-06 2.142633456393782394e-07 5.230913130085290353e-09 5.361899915781985890e-11 1.856218239257579606e-13 1.646571896462668918e-16 2.640430799964729568e-20 4.928457014387403070e-25 6.145595687141935136e-31 4.277516201173338475e-37
2.946530631127334800e+03 2.085079381354712041e+03 1.249105578983411306e+03 7.230229078013638855e+02 4.144227089516639921e+02 2.363932963654991966e+02 1.343749901926145469e+02 7.617169552295055723e+01 4.308040122876259659e+01 2.431944815078887956e+01 1.370781620606718754e+01 7.717396013956918210e+00 4.341386660534999997e+00 2.441547137700172065e+00 1.373779758129737072e+00 7.743187261631140350e-01 4.380646711916240665e-01 2.495498230807321471e-01 1.438569339090297050e-01 8.453727743685582330e-02 5.115363952707153994e-02 3.226279222643340522e-02 2.146722219757171701e-02 1.519637106233678696e-02 1.146128459941785950e-02 9.156510794655271790e-03 7.669323017831236079e-03 6.661323641249690744e-03 5.946574162386189175e-03 5.423576257436436149e-03 5.036908931478989958e-03 4.754264434115133831e-03 4.549065908308171438e-03 4.378726527616887999e-03 4.145082871078361805e-03 3.635571019328487363e-03 2.578369612714114748e-03 1.192841081009530070e-03 3.165225984560050376e-04 4.846162423147713940e-05 4.322288333713611734e-06 2.135706352785747632e-07 5.223327073148084359e-09 5.357605459473815663e-11 1.855167379187738277e-13 1.645767972517407289e-16 2.639196519413330262e-20 4.926172563886245859e-25 6.142754017039318397e-31 4.275538314810302032e-37
2.251995470537850906e+03 1.593599358146213262e+03 9.547112949688064418e+02 5.526439679853077678e+02 3.167806159606541314e+02 1.807059083683931817e+02 1.027254481306188154e+02 5.823389014814681985e+01 3.293704446084052506e+01 1.859436682736965096e+01 1.048138799654138431e+01 5.901252384623486336e+00 3.319898164905861648e+00 1.867171921270088131e+00 1.050652791781838014e+00 5.922223791393618209e-01 3.350628793226451685e-01 1.908835819523719557e-01 1.100438315847720450e-01 6.467068184823977772e-02 3.913462872576932428e-02 2.468392610059036776e-02 1.642552828185643923e-02 1.162841921321388500e-02 8.771252683278288331e-03 7.008467841651521042e-03 5.871429745226253161e-03 5.101411685570211851e-03 4.556423055351729694e-03 4.159267422568036464e-03 3.868369962312314444e-03 3.660555627512016106e-03 3.518413237843534547e-03 3.414711185874069136e-03 3.282429073018681715e-03 2.961654770024440674e-03 2.204277251441605530e-03 1.083130152491207452e-03 3.012241412446824552e-04 4.738523461662899578e-05 4.281478836319832329e-06 2.127097196023302540e-07 5.213323199640162921e-09 5.351667113788886642e-11 1.853668657464185219e-13 1.644604739633330623e-16 2.637402604075719029e-20 4.922849399364654818e-25 6.138619216460499351e-31 4.272660371423702146e-37
