0.1  83 
 1e-10  0.1  10000000.0 
 1.73684745347e-10  0.1  10000000.0 
 3.01663907663e-10  0.1  10000000.0 
 5.23944189828e-10  0.1  10000000.0 
 9.10011131863e-10  0.1  10000000.0 
 1.58055051701e-09  0.1  10000000.0 
 2.74517514054e-09  0.1  10000000.0 
 4.76795045218e-09  0.1  10000000.0 
 8.28120260114e-09  0.1  10000000.0 
 1.43831856495e-08  0.1  10000000.0 
 2.49813993681e-08  0.1  10000000.0 
 4.33888798766e-08  0.1  10000000.0 
 7.53598655225e-08  0.1  10000000.0 
 1.30888590527e-07  0.1  10000000.0 
 2.27333515145e-07  0.1  10000000.0 
 3.94843636867e-07  0.1  10000000.0 
 6.85783165212e-07  0.1  10000000.0 
 1.19110074413e-06  0.1  10000000.0 
 2.06876029427e-06  0.1  10000000.0 
 3.59312104894e-06  0.1  10000000.0 
 6.24070314387e-06  0.1  10000000.0 
 1.08391493633e-05  0.1  10000000.0 
 1.88259489694e-05  0.1  10000000.0 
 3.26978015267e-05  0.1  10000000.0 
 5.67910933157e-05  0.1  10000000.0 
 9.86374658052e-05  0.1  10000000.0 
 0.000171318231301  0.1  10000000.0 
 0.000297553633767  0.1  10000000.0 
 0.00051680527108  0.1  10000000.0 
 0.000897611919015  0.1  10000000.0 
 0.00155901497575  0.1  10000000.0 
 0.00270777119055  0.1  9999999.99999 
 0.00470298549688  0.1  9999999.99999 
 0.00816836838397  0.1  9999999.99998 
 0.0141872098267  0.1  9999999.99997 
 0.0246410192594  0.1  9999999.99995 
 0.0427976915515  0.1  9999999.99992 
 0.0743330615857  0.1  9999999.99986 
 0.129105188724  0.1  9999999.99975 
 0.224236018265  0.1  9999999.99956 
 0.389463757299  0.1  9999999.99924 
 0.676439135084  0.1  9999999.99869 
 1.1748715892  0.1  9999999.99772 
 2.04057272785  0.1  9999999.99604 
 3.54416354599  0.1  9999999.99312 
 6.15567142954  0.1  9999999.98805 
 10.6914622468  0.1  9999999.97924 
 18.5694389772  0.1  9999999.96394 
 32.2522828  0.1  9999999.93737 
 56.0172952497  0.1  9999999.89121 
 97.2934966048  0.1  9999999.81105 
 168.983961817  0.1  9999999.67183 
 293.49936376  0.1  9999999.43002 
 509.763622541  0.1  9999999.01003 
 885.381649682  0.1  9999998.28057 
 1537.7728636  0.1  9999997.01361 
 2670.87688216  0.1  9999994.81309 
 4638.90571131  0.1  9999990.99113 
 8057.07157158  0.1  9999984.35297 
 13993.9042415  0.1  9999972.82349 
 24305.276946  0.1  9999952.79855 
 42214.5583696  0.1  9999918.01829 
 73320.2482035  0.1  9999857.61027 
 127346.08638  0.1  9999752.69077 
 221180.725839  0.1  9999570.46159 
 384157.18043  0.1  9999253.95731 
 667222.420562  0.1  9998704.23765 
 1158863.56205  0.1  9997749.45846 
 2012769.22667  0.1  9996091.15266 
 3495873.10576  0.1  9993210.92846 
 6071798.3014  0.1  9988208.41838 
 10545787.4178  0.1  9979519.82149 
 18316424.0214  0.1  9964429.05411 
 31812834.4182  0.1  9938218.69321 
 55254040.447  0.1  9892695.29463 
 95967839.4443  0.1  9813628.09574 
 166681497.554  0.1  9676300.43268 
 289500334.567  0.1  9437783.23081 
 502817918.872  0.1  9023515.23613 
 873318021.951  0.0999999999999  8303994.92452 
 1516820182.5  0.0999999999998  7054297.90355 
 2634485271.34  0.0999999999971  4883764.81384 
 5146925281.02  0.0999996933473  0.0 
0.115139539933  85 
 1e-10  0.115139539933  10000000.0 
 1.73684745347e-10  0.115139539933  10000000.0 
 3.01663907663e-10  0.115139539933  10000000.0 
 5.23944189828e-10  0.115139539933  10000000.0 
 9.10011131863e-10  0.115139539933  10000000.0 
 1.58055051701e-09  0.115139539933  10000000.0 
 2.74517514054e-09  0.115139539933  10000000.0 
 4.76795045218e-09  0.115139539933  10000000.0 
 8.28120260114e-09  0.115139539933  10000000.0 
 1.43831856495e-08  0.115139539933  10000000.0 
 2.49813993681e-08  0.115139539933  10000000.0 
 4.33888798766e-08  0.115139539933  10000000.0 
 7.53598655225e-08  0.115139539933  10000000.0 
 1.30888590527e-07  0.115139539933  10000000.0 
 2.27333515145e-07  0.115139539933  10000000.0 
 3.94843636867e-07  0.115139539933  10000000.0 
 6.85783165212e-07  0.115139539933  10000000.0 
 1.19110074413e-06  0.115139539933  10000000.0 
 2.06876029427e-06  0.115139539933  10000000.0 
 3.59312104894e-06  0.115139539933  10000000.0 
 6.24070314387e-06  0.115139539933  10000000.0 
 1.08391493633e-05  0.115139539933  10000000.0 
 1.88259489694e-05  0.115139539933  10000000.0 
 3.26978015267e-05  0.115139539933  10000000.0 
 5.67910933157e-05  0.115139539933  10000000.0 
 9.86374658052e-05  0.115139539933  10000000.0 
 0.000171318231301  0.115139539933  10000000.0 
 0.000297553633767  0.115139539933  10000000.0 
 0.00051680527108  0.115139539933  10000000.0 
 0.000897611919015  0.115139539933  10000000.0 
 0.00155901497575  0.115139539933  10000000.0 
 0.00270777119055  0.115139539933  10000000.0 
 0.00470298549688  0.115139539933  10000000.0 
 0.00816836838397  0.115139539933  9999999.99999 
 0.0141872098267  0.115139539933  9999999.99999 
 0.0246410192594  0.115139539933  9999999.99998 
 0.0427976915515  0.115139539933  9999999.99997 
 0.0743330615857  0.115139539933  9999999.99995 
 0.129105188724  0.115139539933  9999999.99992 
 0.224236018265  0.115139539933  9999999.99986 
 0.389463757299  0.115139539933  9999999.99975 
 0.676439135084  0.115139539933  9999999.99957 
 1.1748715892  0.115139539933  9999999.99926 
 2.04057272785  0.115139539933  9999999.99871 
 3.54416354599  0.115139539933  9999999.99776 
 6.15567142954  0.115139539933  9999999.99611 
 10.6914622468  0.115139539933  9999999.99324 
 18.5694389772  0.115139539933  9999999.98826 
 32.2522828  0.115139539933  9999999.97961 
 56.0172952497  0.115139539933  9999999.96458 
