0.1  79 
 1e-10  0.1  1000000.0 
 1.73684745347e-10  0.1  1000000.0 
 3.01663907663e-10  0.1  1000000.0 
 5.23944189828e-10  0.1  1000000.0 
 9.10011131863e-10  0.1  1000000.0 
 1.58055051701e-09  0.1  1000000.0 
 2.74517514054e-09  0.1  1000000.0 
 4.76795045218e-09  0.1  1000000.0 
 8.28120260114e-09  0.1  1000000.0 
 1.43831856495e-08  0.1  1000000.0 
 2.49813993681e-08  0.1  1000000.0 
 4.33888798766e-08  0.1  1000000.0 
 7.53598655225e-08  0.1  1000000.0 
 1.30888590527e-07  0.1  1000000.0 
 2.27333515145e-07  0.1  1000000.0 
 3.94843636867e-07  0.1  1000000.0 
 6.85783165212e-07  0.1  1000000.0 
 1.19110074413e-06  0.1  1000000.0 
 2.06876029427e-06  0.1  1000000.0 
 3.59312104894e-06  0.1  1000000.0 
 6.24070314387e-06  0.1  1000000.0 
 1.08391493633e-05  0.1  1000000.0 
 1.88259489694e-05  0.1  1000000.0 
 3.26978015267e-05  0.1  1000000.0 
 5.67910933157e-05  0.1  1000000.0 
 9.86374658052e-05  0.1  1000000.0 
 0.000171318231301  0.1  1000000.0 
 0.000297553633767  0.1  999999.999999 
 0.00051680527108  0.1  999999.999999 
 0.000897611919015  0.1  999999.999998 
 0.00155901497575  0.1  999999.999997 
 0.00270777119055  0.1  999999.999995 
 0.00470298549688  0.1  999999.999991 
 0.00816836838397  0.1  999999.999984 
 0.0141872098267  0.1  999999.999972 
 0.0246410192594  0.1  999999.999952 
 0.0427976915515  0.1  999999.999917 
 0.0743330615857  0.1  999999.999856 
 0.129105188724  0.1  999999.999749 
 0.224236018265  0.1  999999.999565 
 0.389463757299  0.1  999999.999244 
 0.676439135084  0.1  999999.998686 
 1.1748715892  0.1  999999.997718 
 2.04057272785  0.1  999999.996037 
 3.54416354599  0.1  999999.993117 
 6.15567142954  0.1  999999.988046 
 10.6914622468  0.1  999999.979237 
 18.5694389772  0.1  999999.963938 
 32.2522828  0.1  999999.937365 
 56.0172952497  0.1  999999.891213 
 97.2934966048  0.1  999999.811054 
 168.983961817  0.1  999999.671829 
 293.49936376  0.1  999999.430017 
 509.763622541  0.1  999999.010027 
 885.381649682  0.1  999998.280567 
 1537.7728636  0.1  999997.013607 
 2670.87688216  0.1  999994.813091 
 4638.90571131  0.1  999990.991131 
 8057.07157158  0.1  999984.352969 
 13993.9042415  0.1  999972.823494 
 24305.276946  0.1  999952.798554 
 42214.5583696  0.1  999918.018289 
 73320.2482035  0.1  999857.610275 
 127346.08638  0.1  999752.690769 
 221180.725839  0.1  999570.461591 
 384157.18043  0.1  999253.957308 
 667222.420562  0.1  998704.237651 
 1158863.56205  0.1  997749.458463 
 2012769.22667  0.1  996091.152663 
 3495873.10576  0.1  993210.928457 
 6071798.3014  0.1  988208.41838 
 10545787.4178  0.1  979519.82149 
 18316424.0214  0.0999999999999  964429.054109 
 31812834.4182  0.0999999999999  938218.69321 
 55254040.447  0.0999999999997  892695.294627 
 95967839.4443  0.0999999999994  813628.095726 
 166681497.554  0.0999999999947  676300.432462 
 289500334.567  0.0999999999641  437783.229174 
 515152113.828  0.0999996922078  0.0 
0.115139539933  81 
 1e-10  0.115139539933  1000000.0 
 1.73684745347e-10  0.115139539933  1000000.0 
 3.01663907663e-10  0.115139539933  1000000.0 
 5.23944189828e-10  0.115139539933  1000000.0 
 9.10011131863e-10  0.115139539933  1000000.0 
 1.58055051701e-09  0.115139539933  1000000.0 
 2.74517514054e-09  0.115139539933  1000000.0 
 4.76795045218e-09  0.115139539933  1000000.0 
 8.28120260114e-09  0.115139539933  1000000.0 
 1.43831856495e-08  0.115139539933  1000000.0 
 2.49813993681e-08  0.115139539933  1000000.0 
 4.33888798766e-08  0.115139539933  1000000.0 
 7.53598655225e-08  0.115139539933  1000000.0 
 1.30888590527e-07  0.115139539933  1000000.0 
 2.27333515145e-07  0.115139539933  1000000.0 
 3.94843636867e-07  0.115139539933  1000000.0 
 6.85783165212e-07  0.115139539933  1000000.0 
 1.19110074413e-06  0.115139539933  1000000.0 
 2.06876029427e-06  0.115139539933  1000000.0 
 3.59312104894e-06  0.115139539933  1000000.0 
 6.24070314387e-06  0.115139539933  1000000.0 
 1.08391493633e-05  0.115139539933  1000000.0 
 1.88259489694e-05  0.115139539933  1000000.0 
 3.26978015267e-05  0.115139539933  1000000.0 
 5.67910933157e-05  0.115139539933  1000000.0 
 9.86374658052e-05  0.115139539933  1000000.0 
 0.000171318231301  0.115139539933  1000000.0 
 0.000297553633767  0.115139539933  1000000.0 
 0.00051680527108  0.115139539933  1000000.0 
 0.000897611919015  0.115139539933  999999.999999 
 0.00155901497575  0.115139539933  999999.999999 
 0.00270777119055  0.115139539933  999999.999998 
 0.00470298549688  0.115139539933  999999.999997 
 0.00816836838397  0.115139539933  999999.999995 
 0.0141872098267  0.115139539933  999999.999991 
 0.0246410192594  0.115139539933  999999.999984 
 0.0427976915515  0.115139539933  999999.999973 
 0.0743330615857  0.115139539933  999999.999953 
 0.129105188724  0.115139539933  999999.999918 
 0.224236018265  0.115139539933  999999.999858 
 0.389463757299  0.115139539933  999999.999754 
 0.676439135084  0.115139539933  999999.999572 
 1.1748715892  0.115139539933  999999.999257 
 2.04057272785  0.115139539933  999999.99871 
 3.54416354599  0.115139539933  999999.997759 
 6.15567142954  0.115139539933  999999.996108 
 10.6914622468  0.115139539933  999999.99324 
 18.5694389772  0.115139539933  999999.988258 
 32.2522828  0.115139539933  999999.979606 
 56.0172952497  0.115139539933  999999.964579 
 97.2934966048  0.115139539933  999999.938479 
 168.983961817  0.115139539933  999999.893147 
 293.49936376  0.115139539933  999999.814413 
 509.763622541  0.115139539933  999999.677664 
 885.381649682  0.115139539933  999999.440151 
 1537.7728636  0.115139539933  999999.027628 
 2670.87688216  0.115139539933  999998.311138 
 4638.90571131  0.115139539933  999997.066705 
 8057.07157158  0.115139539933  999994.905313 
 13993.9042415  0.115139539933  999991.151306 
 24305.276946  0.115139539933  999984.631169 
 42214.5583696  0.115139539933  999973.306684 
 73320.2482035  0.115139539933  999953.637783 
 127346.08638  0.115139539933  999919.475901 
 221180.725839  0.115139539933  999860.141924 
 384157.18043  0.115139539933  999757.087857 
 667222.420562  0.115139539933  999578.098663 
 1158863.56205  0.115139539933  999267.221738 
 2012769.22667  0.115139539933  998727.275942 
 3495873.10576  0.115139539933  997789.47246 
 6071798.3014  0.115139539933  996160.650872 
 10545787.4178  0.115139539933  993331.636244 
 18316424.0214  0.115139539933  988418.069391 
 31812834.4182  0.115139539933  979883.953315 
 55254040.447  0.115139539932  965061.495541 
 95967839.4443  0.115139539932  939317.147502 
 166681497.554  0.115139539928  894603.141947 
 289500334.567  0.115139539899  816941.734076 
 502817918.872  0.11513953985  682055.715583 
 873318021.951  0.115139539763  447779.277854 
 1581293520.37  0.115138502291  0.0 
0.132571136559  83 
 1e-10  0.132571136559  1000000.0 
 1.73684745347e-10  0.132571136559  1000000.0 
 3.01663907663e-10  0.132571136559  1000000.0 
 5.23944189828e-10  0.132571136559  1000000.0 
 9.10011131863e-10  0.132571136559  1000000.0 
 1.58055051701e-09  0.132571136559  1000000.0 
 2.74517514054e-09  0.132571136559  1000000.0 
 4.76795045218e-09  0.132571136559  1000000.0 
 8.28120260114e-09  0.132571136559  1000000.0 
 1.43831856495e-08  0.132571136559  1000000.0 
