0.1  49 
 1e-10  0.1  0.1 
 1.73684745347e-10  0.1  0.0999999999999 
 3.01663907663e-10  0.1  0.0999999999996 
 5.23944189828e-10  0.1  0.0999999999992 
 9.10011131863e-10  0.1  0.0999999999984 
 1.58055051701e-09  0.1  0.0999999999971 
 2.74517514054e-09  0.1  0.0999999999949 
 4.76795045218e-09  0.1  0.0999999999909 
 8.28120260114e-09  0.1  0.0999999999841 
 1.43831856495e-08  0.1  0.0999999999723 
 2.49813993681e-08  0.1  0.0999999999517 
 4.33888798766e-08  0.1  0.0999999999159 
 7.53598655225e-08  0.1  0.0999999998538 
 1.30888590527e-07  0.1  0.099999999746 
 2.27333515145e-07  0.1  0.0999999995587 
 3.94843636867e-07  0.1  0.0999999992334 
 6.85783165212e-07  0.1  0.0999999986684 
 1.19110074413e-06  0.1  0.099999997687 
 2.06876029427e-06  0.1  0.0999999959826 
 3.59312104894e-06  0.1  0.0999999930223 
 6.24070314387e-06  0.1  0.0999999878806 
 1.08391493633e-05  0.1  0.0999999789503 
 1.88259489694e-05  0.1  0.0999999634397 
 3.26978015267e-05  0.1  0.0999999365003 
 5.67910933157e-05  0.1  0.0999998897105 
 9.86374658052e-05  0.1  0.0999998084438 
 0.000171318231301  0.1  0.099999667296 
 0.000297553633767  0.1  0.0999994221437 
 0.00051680527108  0.1  0.0999989963516 
 0.000897611919015  0.1  0.0999982568158 
 0.00155901497575  0.1  0.0999969723548 
 0.00270777119055  0.1  0.099994741442 
 0.00470298549688  0.1  0.0999908666867 
 0.00816836838397  0.1  0.0999841368279 
 0.0141872098267  0.1  0.0999724480898 
 0.0246410192594  0.1  0.0999521465348 
 0.0427976915515  0.1  0.0999168858307 
 0.0743330615857  0.1  0.0998556433666 
 0.129105188724  0.1  0.0997492745487 
 0.224236018265  0.1  0.0995645281383 
 0.389463757299  0.1  0.0992436518057 
 0.676439135084  0.1  0.0986863385647 
 1.1748715892  0.1  0.0977183704812 
 2.04057272785  0.1  0.0960371575805 
 3.54416354599  0.0999999999999  0.0931171472349 
 6.15567142954  0.0999999999999  0.0880455347022 
 10.6914622468  0.0999999999999  0.0792369173897 
 18.5694389772  0.0999999999998  0.0639376928422 
 51.4957852219  0.0999999999999  0.0 
0.115139539933  51 
 1e-10  0.115139539933  0.1 
 1.73684745347e-10  0.115139539933  0.1 
 3.01663907663e-10  0.115139539933  0.0999999999999 
 5.23944189828e-10  0.115139539933  0.0999999999997 
 9.10011131863e-10  0.115139539933  0.0999999999995 
 1.58055051701e-09  0.115139539933  0.0999999999991 
