0.1  87 
 1e-10  0.1  100000000.0 
 1.73684745347e-10  0.1  100000000.0 
 3.01663907663e-10  0.1  100000000.0 
 5.23944189828e-10  0.1  100000000.0 
 9.10011131863e-10  0.1  100000000.0 
 1.58055051701e-09  0.1  100000000.0 
 2.74517514054e-09  0.1  100000000.0 
 4.76795045218e-09  0.1  100000000.0 
 8.28120260114e-09  0.1  100000000.0 
 1.43831856495e-08  0.1  100000000.0 
 2.49813993681e-08  0.1  100000000.0 
 4.33888798766e-08  0.1  100000000.0 
 7.53598655225e-08  0.1  100000000.0 
 1.30888590527e-07  0.1  100000000.0 
 2.27333515145e-07  0.1  100000000.0 
 3.94843636867e-07  0.1  100000000.0 
 6.85783165212e-07  0.1  100000000.0 
 1.19110074413e-06  0.1  100000000.0 
 2.06876029427e-06  0.1  100000000.0 
 3.59312104894e-06  0.1  100000000.0 
 6.24070314387e-06  0.1  100000000.0 
 1.08391493633e-05  0.1  100000000.0 
 1.88259489694e-05  0.1  100000000.0 
 3.26978015267e-05  0.1  100000000.0 
 5.67910933157e-05  0.1  100000000.0 
 9.86374658052e-05  0.1  100000000.0 
 0.000171318231301  0.1  100000000.0 
 0.000297553633767  0.1  100000000.0 
 0.00051680527108  0.1  100000000.0 
 0.000897611919015  0.1  100000000.0 
 0.00155901497575  0.1  100000000.0 
 0.00270777119055  0.1  100000000.0 
 0.00470298549688  0.1  100000000.0 
 0.00816836838397  0.1  100000000.0 
 0.0141872098267  0.1  100000000.0 
 0.0246410192594  0.1  100000000.0 
 0.0427976915515  0.1  99999999.9999 
 0.0743330615857  0.1  99999999.9999 
 0.129105188724  0.1  99999999.9997 
 0.224236018265  0.1  99999999.9996 
 0.389463757299  0.1  99999999.9992 
 0.676439135084  0.1  99999999.9987 
 1.1748715892  0.1  99999999.9977 
 2.04057272785  0.1  99999999.996 
 3.54416354599  0.1  99999999.9931 
 6.15567142954  0.1  99999999.988 
 10.6914622468  0.1  99999999.9792 
 18.5694389772  0.1  99999999.9639 
 32.2522828  0.1  99999999.9374 
 56.0172952497  0.1  99999999.8912 
 97.2934966048  0.1  99999999.8111 
 168.983961817  0.1  99999999.6718 
 293.49936376  0.1  99999999.43 
 509.763622541  0.1  99999999.01 
 885.381649682  0.1  99999998.2806 
 1537.7728636  0.1  99999997.0136 
 2670.87688216  0.1  99999994.8131 
 4638.90571131  0.1  99999990.9911 
 8057.07157158  0.1  99999984.353 
 13993.9042415  0.1  99999972.8235 
 24305.276946  0.1  99999952.7986 
 42214.5583696  0.1  99999918.0183 
 73320.2482035  0.1  99999857.6103 
 127346.08638  0.1  99999752.6908 
 221180.725839  0.1  99999570.4616 
 384157.18043  0.1  99999253.9573 
 667222.420562  0.1  99998704.2377 
 1158863.56205  0.1  99997749.4585 
 2012769.22667  0.1  99996091.1527 
